correct,incorrect
COMING,COME 2
COMING,COMEING 2
COMMON,COMON 1
COMPANY,COPERNEY 1
CONCENTRATE,CONSANTRATE 1
CONFIDE,CORNFIELD 1
COPS,CAPS 2
CORAL,CORRAL 1
CORES,CORRES 3
CORNER,CORER 1
CORNER,CRONER 1
COULD,CALL 1
COULD,COD 2
COULDN'T,COULDNT 1
COULDN'T,COUNT 1
COUNCIL,COUNSALL 1
COUNCIL,COUNSEL 1
COUNCIL,COUSALL 1
COVERED,COVERD 1
COWBOYS,COW_BOYS 1
CRAPPED,CREPT 1
CRASH,CRUSH 1
CRAWLING,CROWLING 1
CREAK,CREEK 1
CREEPS,CREAPS 1
CREEPS,CREPS 1
CREEPY,CREPY 1
CREPT,CREEPED 1
CRIED,CRYED 1
CRIES,CRYS 1
CRIKEY,CRIGCKEY 1
CRISP,CRESP 1
CROWD,CROUD 1
CRUEL,CORLLER 1
CUDDLING,CUDDLY 1
CUPBOARD,COBARD 1
CURLED,CERLED 1
CYLINDERS,SILINDERS 1
DAD,BAD 2
DAD'S,DADS 1
DADDY'S,DADIES 1
DAFFODILS,DAFFODILL 1
DANCE,DANE 1
DANCING,PNCING 1
DANGEROUS,DANGERS 1
DANGEROUS,DANGERUS 1
DARED,DERE 1
DAREN'T,DARNT 1
DARK,DARCK 1
DARK,DORK 1
DAUGHTER,DAUTER 1
DAYS',DAY'S 1
DEAR,DEAD 1
DEATH,DEAT 1
DECIDED,DECIDER 1
DECIDED,DESIDED 2
DECIDED,DICIDE 1
DECIDED,DICIDED 1
DECIDED,DICIDER 1
DECIDED,DISIDED 1
DECISION,DISSON 1
DELICATE,DELLITENT 1
DEN,DENER 1
DENSE,DENCE 1
DEPARTMENT,DEPARTENT 1
DEPARTMENT,DEPATMENT 1
DESTROYED,DISTROD 1
DID,DED 1
DIDN'T,DEDNT 1
DIDN'T,DENAT 1
DIDN'T,DIDDEN 1
DIDN'T,DIDENT 2
DIDN'T,DIND 1
DIE,DIY 1
DIED,DED 1
DIED,DIAD 3
DIESEL,DISEL 1
DIFFERENT,DIFFRENT 1
DIFFERENT,DIFRENT 1
DIFFICULT,DIFFERCULT 2
DIRTY,DRIY 1
DISAPPEARED,DISAPEARED 1
DISAPPEARED,DISAPERD 1
DISCOVERED,DICUVERD 1
DISPLAYING,DISPIAYING 1
DISPOSAL,DISPOSOL 1
DISTURB,DISTREBE 1
DITCH,DICH 2
DO,DON 1
DO,DONE 1
DO,GO 1
DO,TO 1
DO_NOT,DONOT 1
DOES,DUS 2
DOESN'T,DOES'NT 1
DOESN'T,DOES_ON 1
DOESN'T,DOESNET 1
DOESN'T,DONSENT 1
DOESN'T,DOSNT 1
DOING,DOWING 2
DON'T,DON 2
DON'T,DONT 20
DON'T,WANT 1
DONE,DON 2
DONE,DUN 1
DOOR,BOOR 1
DOOR,DOR 1
DOOR,DOWN 1
DOUBLE,DOUDLE 1
DOUCHE,BACK 1
DOWN,DONE 1
DOWN,DONW 1
DOWN,DUS 1
DOWNSTAIRS,DAU_SOSYS 1
DOWNSTAIRS,DOWN_STAIRS 3
DRAIN,DRIAN 1
DRAW,DREW 1
DREAM,DREM 1
DREAMING,DREMING 1
DRIVEN,DRIVERN 1
DRIVERS,DIVERS 1
DRIVES,DRIVE 1
DROWNED,DROUND 1
DRUNK,DRUCK 1
DRY,DRYE 1
DUMB,DOUM 1
DUMP,PUMP 1
DYING,DIEING 2
EARWIGS,EYEWIGS 1
EAT,EATE 1
ELECTRICIAN,ELECENICIAN 1
ELSE,ALS 1
ELSE,ELES 1
ELSE,ELS 1
EMPLOYMENT,IMPLOYMENT 1
EMPTY,EMTY 1
ENGAGED,ENAGED 1
ENGAGED,INGAGED 2
ENGAGEMENT,ENAGEMENT 1
ENGINES,EGREERS 1
ENJOYED,INJOID 1
ENJOYS,ENYAYS 1
ENOUGH,A_NOUGTH 1
ENOUGH,A_NUFF 1
ENOUGH,ENGOUH 2
ENOUGH,NUFF 1
ENTERED,ENTERD 1
EQUIPMENT,AQUITMENT 1
ESPECIALLY,A_SPECALLY 1
EVENING,EVINING 1
EVENING,EVNING 1
EVERY,EVEY 1
EVERY,EVRY 1
EVERYONE,EVERY_ONE 1
EVERYONE,EVRY_ON 1
EVERYWHERE,EVERY_WERE 1
EVERYWHERE,EVRY_WERE 1
EXCITED,EXITED 1
EXPLORE,EXPORE 2
EXPLORED,EXPORD 1
EYES,EYE 1
EYES,EYEY 1
EYES,IYES 2
FACTORY,FACTOY 1
FAINTED,FANDED 1
FALLS,FORLS 1
FAMILIES,FAMILYS 1
FAR,FARE 1
FARM,FRM 1
FARMER,FARM 6
FARMER,FRAMH 1
FARMER,FRM 2
FARMER,FRMH 10
FARMER'S,FARMERS 1
FARMER'S,FRMH 1
FASHIONED,FASHION 1
FAST,FARST 2
FATHER,FARTHER 1
FATHER'S,FARTHER'S 1
FATTENING,FATING 2
FAULT,FALT 2
FEEL,FEAL 4
FEELING,FELING 1
FEET,FEE 1
FEET,FET 1
FELL,FALL 1
FEMALE,FEEMALE 1
FERRARI,FERRARY 1
FEW,FAW 1
FIELD,FED 2
FIELD,FEILD 1
FIELD,FILD 1
FIGHT,FIGTH 1
FIGHTING,FIGTHING 1
FINAL,FIANL 1
FINE,FIND 1
FINS,FINSE 1
FIRE,FIAR 1
FIRE,FRE 1
FIRED,FIYED 1
FIRMS,FERMAN 1
FIRST,FAST 1
FISH,FSH 1
FISHY,FISHEY 1
FIT,FANIT 1
FLASH,FLASS 1
FLICK,FICK 1
FLIES,FIES 1
FLOOR,FLOR 1
FLOOR,FOOR 1
FLOWERS,FLOWER 1
FLY,FIE 1
FOLLOWED,FELLOWED 1
FOOL,FULL 1
FOOT-AND-MOUTH,FOOTANDMOUTH 1
FOOT-AND-MOUTH,FOOTANMOUTH 1
FOOTPRINTS,FOODPRINTS 1
FOR,FO 1
FOR,FORE 3
FOR,FOUR 2
FOR,FRO 1
FOR,FUR 1
FOR,OF 2
FOR_THE,FORT 1
FORK,FALK 1
FORM,FRAME 1
FORWARD,FORWORD 1
FORWARD,FOWD 1
FOUND,FED 1
FOUND,FEOD 1
FOUND,FIND 1
FOUND,FOND 1
FOUR,FOR 3
FOUR,FORE 4
FREEZING,FRIZING 1
FRIEND,FENIRD 2
FRIEND,FREND 2
FRIENDLY,FRENDLY 1
FRIENDS,FREINDS 1
FRIENDS,FREND 1
FRIENDS,FRENDS 3
FRIENDS,FRENS 1
FRIGHTENED,FRIGHTEND 1
FRIGHTENED,FRIGTEND 1
FROGS,FROG 1
FROGS,ROGS 1
FROGSPAWN,FROGSPORN 1
FROM,FOM 1
FROM,FOR 3
FROM,FORM 1
FRONT,FROUNT 1
FRONT,FRUNT 1
FRUIT,FRIT 1
FULL,FALL 1
FULL,FUL 1
FUNERAL,FUNERL 2
FUNERAL,FUNREL 1
FUNNY,FUNNEY 1
GAMEKEEPER,GAMEKEEPS 1
GANG,GANER 1
GARAGE,CARAGE 1
GAS,GASS 2
GATE,GAIT 1
GAVE,CAVE 5
GAY,JAY 1
GEAR,GERE 1
GEARED,GIRD 1
GEARS,GIRSE 1
GET,GE 1
GET,GETT 1
GETS,GET 4
GETTING,GET 2
GETTING,GETING 3
GIRL,GELL 1
GIRL'S,GIRLS 1
GIRLFRIEND'S,GIRL_FRIEND 1
GIRLFRIENDS,GIRLFRIEND 1
GIRLS,GERLS 1
GIRLS,GIRL 3
GIVEN,GIVE 1
GIVES,GIVE 1
GO,DO 1
GO,GOT 2
GOES,GO 2
GOING,GO 2
GOING,GYING 1
GONE,GO 2
GONE,GON 1
GOODBYE,GOOD-BY 1
GOODBYE,GOODBY 1
GOT,GET 1
GOT,GNT 1
GOT,GO 13
GRABBED,GRAB 1
GRABBED,GRABED 1
GRANDPA'S,GRANDPAS 1
GRATED,GRETE 1
GRAVE,CRAVE 2
GREAT,GRAIT 1
GREENHOUSE,GNENHOUEN 1
GRIEVE,GREIVE 1
GROCER,GROUSER 1
GROUND,GOUND 1
GROUND,GROUNED 1
GROW,GROWS 1
GROWN,GROON 1
GUIDED,GUARD 1
GUILTY,GUILT 1
GUN,GON 1
GUTTER,GUTER 1
HAD,HAB 1
HAD,HADE 1
HAD,HAS 1
HAD,HAVE 1
HADN'T,HADNT 1
HAIR,HIRE 1
HAIRDRESSER,HAIR_DRESER 1
HALF_PAST,HARFPARST 1
HALLO,ALLOE 1
HALLO,HALLOE 1
HAMMERING,HEMMSERING 1
HANDED,HANG 1
HANDS,HAND 1
HANG,HUNG 1
HANGING,HAING 1
HAPPENED,HAPEND 1
HAPPENED,HAPENDS 1
HAPPENED,HAPPEN 2
HAPPENED,HAPPEND 1
HAPPENED,HAPPON 1
HAPPENED,HEAP 1
HAPPENING,HAPPING 1
HAPPENS,HAPPENDS 1
HAPPILY,HAPPLY 1
HARD,HAD 2
HAS,AS 3
HAS,HASE 1
HATES,HATE 1
HAVE,HAS 1
HAVE,HAV 1
HAVE,OF 2
HAVE_TO,HAVETO 1
HAVEN'T,HAVEN'S 1
HAVEN'T,HAVN'T 1
HAVING,HAVEING 1
HE,HIS 1
HE,THE 3
HE,THER 1
HE'S,HIS 1
HEAD,HED 2
HEALTHY,HETHY 1
HEAP,HEEP 3
HEAR,HAER 1
HEAR,HER 1
HEAR,HERE 2
HEARD,HEARED 1
HEARD,HER 1
HEARD,HERD 3
HEARD,HERED 1
HEART,HART 1
HEARTBREAK,HERTBREAKE 1
HEAT,HEART 1
HEAVY,HEVEY 1
HEDGE,HEG 1
HEIFER,EFFER 1
HELD,HASLD 1
HELP,HELD 1
HER,SHE 1
HER,HE 3
HER,HERE 15
HER,THERE 1
HERE,HEAR 10
HERSELF,HE_SLEF 1
HIDDEN,HIDON 1
HIM,HM 1
HIM,IM 1
HIMSELF,HIM_SELF 1
HIMSELF,HIS_SELF 1
HIS,HE 3
HIS,HE'S 2
HIS,IS 12
HIT,HITER 1
HOLE,HOLLER 1
HOME,HIME 1
HOME,HOM 1
HOME,HOMSE 1
HONEYMOON,HONYMOON 1
HONEYMOON,HUNEMOON 1
HOOK,HOCK 1
HOPE,HOP 1
HOPPED,HOP 1
HORNS,HORN 1
HORRID,HORID 1
HORRIFIED,HORRIEYFIDE 1
HOUSE,HOUES 1
HOUSEBOAT,HOUSE_BOAT 2
HOUSEBREAKING,HOUSE_BRAKING 1
HOUSES,HOUES 1
HOUSEWORK,HOUSEE_WORK 1
HUNGRY,HUNGREY 1
HURT,HEART 1
HURT,HEARTE 1
HURT,HERT 2
HUSBAND,HUSBON 1
HUTCH,HUDGE 3
HYDRAULIC,HIGH_DROLLIT 1
IDEA,IDA 1
INDIAN,INDED 1
INDISCREET,INDISCREST 1
INJECT,INJECK 1
INJURIES,INJURYS 1
INSECTS,INSEXS 1
INSIDE,IN_SIDE 1
INSTANCE,INSTACE 1
INSTANCE,INSTEAD 1
INTERCOURSE,INTERCORS 1
INTERNED,INTENDED 1
INTRODUCED,INTERDUST 1
INTRODUCED,INTRODUCTED 1
IS,US 1
ISN'T,IN'SEN'T 1
ISN'T,ISANT 1
ISN'T,ISTEN 1
ISN'T_IT,ISINTED 1
IT,HIT 1
IT,IS 1
IT,SHE 1
IT'S,IT 1
IT'S,ITS 11
ITS,IS 1
ITS,IT 1
ITS,IT'S 1
JAIL,JAELL 1
JAR,GARE 2
JOGGED,JOGED 1
JOIN,GOIN 1
JOIN,JOINE 1
JUICY,JUICIY 1
JUMPED,JUMP 2
JUMPED,JUMTH 1
JUNGLE,JUNGEL 2
JUST,GUST 5
KEEP,GEEP 1
KEEPS,KEEP 1
KEPT,KEEPT 1
KEPT,KEP 1
KEYS,KEES 1
KICKING,KIGING 1
KIDNEYS,KIDNEY 1
KILLED,KID 2
KILLED,KILD 3
KILLED,KILL 4
KILLED,KILLD 2
KISSED,KISS 1
KITCHEN,KICHEN 1
KITCHEN,KITCHIN 1
KITCHEN,KITCHING 1
KNEW,NEW 1
KNEW,NOW 4
KNEW,NOWE 1
KNIFE,KIFFE 1
KNIFE,KNIFFE 1
KNIT,KNITT 1
KNOCK,NOCK 1
KNOCKED,KNOCK 1
KNOCKED,KNOKT 1
KNOCKED,KNOW 2
KNOCKED,NOCK 2
KNOW,NO 9
KNOW,NOW 3
KNOW,ON 1
KNOWS,KNOWES 1
LADY,LADYS 1
LAID,LADH 2
LAID,LAIDE 1
LAKE,LACK 6
LAMB,LAM 1
LANDED,LADED 1
LARGE,LARG 1
LATELY,LATLEY 1
LATER,LATED 1
LATER,LATTER 1
LAUGHING,LAUGING 1
LAUNDRY,LORDERY 1
LAY,LADH 1
LAY,LAID 1
LAYBY,LA-BY 2
LEAD,LED 1
LEAD,LEEDING 1
LEADING,LEAD 1
LEAVE,LEAV 1
LEAVE,LEFNR 1
LEAVE,LEVE 1
LEAVE,LIFE 1
LEAVES,LEAVS 1
LEFT,LIFT 1
LEG,LEGE 1
LET'S,LETS 6
LETTER,TELLER 1
LIE,LIY 1
LIFEBOAT,LIFE_BOAT 1
LIGHTNING,LIGTHING 1
LIKE,LICHR 1
LIKE,LIK 1
LIKE,LOOK 1
LIKED,LICK 1
LIKES,LIKE 2
LISTEN,LISTERN 1
LISTENED,LISINID 1
LISTENING,LSNING 1
LITTLE,LITEL 1
LITTLE,LITTE 1
LIVED,LIFD 1
LIVED,LIVE 2
LOAD,LOD 2
LOADS,LOADES 2
LOCKED,LOCK 1
LOCKED,LOCKED 1
LOCKER,LOKER 1
LONELIEST,LONLEST 1
LOOKED,LOOK 8
LOOKING,LOOK 1
LOOKS,LOOK 1
LORRIES,LORRY'S 1
LORRY,LORD 1
LORRY,LORY 7
LOSE,LOOS 1
LOSE,LOS 1
LOVED,LOVE 1
LOVELY,LOVYLEY 1
LYING,LAYING 2
MADE,MAYD 1
MAIN,MANE 1
MAKE,MACK 2
MAKE-UP,MACKE_UP 1
MAKES,MACK 1
MAN,MAE 1
MAN,MAND 1
MAN,MANH 2
MAN,MAY 1
MAN'S,MAN 1
MAN'S,MANS 2
MANAGER,MANEGER 2
MANGELS,MANGGLES 1
MANIFOLD,MANY_FOLD 1
MANY,MEAY 1
MANY,MENY 1
MARGE,MARG 1
MARRIED,MARREDE 1
MARRIED,MARREID 1
MARRIED,MARRID 1
MARRIED,MARRYID 1
MARSHLAND,MARSHLADN 1
MASK,MARSK 1
MASKS,MARSKS 2
MATTER,MATER 3
ME,WE 1
MEADOW,MEADOY 1
MEADOW,MEDDOW 1
MEADOW,MEDOW 1
MEANT,MEAN'T 1
MEET,ME 1
MEN,MAN 1
METALS,METET 1
MIDDLE,MIDAL 1
MIDDLE,MIDDAL 1
MIDSUMMER,MIDSUMMER'S 1
MIGHT,MIGTH 2
MIGHT,MITE 1
MINE,MY 1
MINUTES,MINE 1
MINUTES,MINETES 1
MIRING,MORNING 1
MISFIRING,MISS_FIREING 1
MISSED,MISS 1
MISSED,MIST 2
MODEL,MODAL 2
MODEL,MOLAD 1
MODELLED,MALOD 1
MONSIEUR,MISSIOUR 1
MONTH'S,MONTH 1
MONTHS,MONSTH 1
MONTHS,MONTH 2
MONTHS,MOUTH 1
MORE,MOOR 1
MORNING,MONING 1
MORNING,MORRING 1
MOTHER,MORTHER 1
MOTHER,MOTHERS 1
MOTHER,MOUTHR 1
MOTOR-CRUISER,MOTOR-CRUISR 1
MOTORBIKE,MOTER_BIKE 2
MOTORBIKE,MOTOR_BIKE 1
MOUSE,MOUES 1
MUCH,MUSH 4
MUM'S,MUMS 2
MURDER,MURBER 1
MURDERED,MURBUR 1
MUSCLES,MUSIRLS 1
MY,MAY 1
MYSELF,MY_SELF 2
MYSELF,MY_SHELF 1
MYSTERY,MISTORY 5
NANNY,NANA 1
NEAR,NERE 3
NEARER,NERER 1
NEAREST,NEARST 1
NEARLY,KNEELING 1
NEARLY,NEALLY 1
NEARLY,NEALY 1
NEARLY,NELY 1
NEARLY,NERLY 1
NEARLY,NIELY 1
NEED,NEDE 1
NEEDN'T,NEDENT 1
NEEDN'T,NEEDENT 1
NEIGHBOUR,NABOUR 1
NERVES,NERVE 1
NERVOUS,NERVES 1
NEVER,KNVER 1
NEVER,NETHER 1
NEVER,NEVE 1
NEVERTHELESS,NEVER_THE_LESS 1
NEXT,NEST 1
NIGHT,TONIGHT 1
NIGHTS,NIGHT 2
NIGHTS,NIGTH 1
NINETY,NINTY 1
NIPPED,NIPED 1
NO,KNOW 3
NO,NOW 1
NO,ON 2
NO_ONE,KNOW_ON 1
NO_ONE,KNOW_ONE 1
NO_ONE,NOT_ONE 1
NO_ONE,NOW_ONE 1
NOISE,NOSE 3
NOR,NORE 1
NOT,NO 1
NOTES,NOTS 1
NUISANCE,NOUSANT 1
NURSES,NURSE'S 1
O'CLOCK,O_CLOCK 1
O'CLOCK,"O,_CLOCK 1"
O'CLOCK,O_CLOCK 1
O'CLOCK,OCLOCK 10
OF,OFF 3
OF,ON 1
OFF,OF 13
OH,OW 4
OLD,LOD 4
OLD,OL 1
OLDEST,OLDDIS 1
ON,HN 1
ON,HON 3
ON,OF 1
ON,ONE 1
ONCE,ONES 1
ONCE,OWN 1
ONCE,WONS 1
ONE,ON 5
ONES,WONES 1
ONLY,ONY 1
OPENED,OPED 1
OPENED,OPEN 5
OPENED,OPEND 1
OPENED,OPON 1
OR,OT 1
ORCHARD,ORCHER 1
ORDINARY,ORDENREY 1
ORPHANED,OPHONED 1
ORPHANED,ORPHAED 1
OTHERS,OTHER 2
OTHERWISE,OTHER_WISE 2
OUR,HOUR 1
OUR,OUS 1
OUR,OUT 1
OURSELVES,AND_SELVE 1
OUT,HOT 1
OUT,OU 1
OUT,OUHT 1
OUT,OWT 1
OUTBREAK,OUTDRAK 1
OUTFIT,OUT_FIT 1
OUTFITS,OUT_FITS 1
OUTSIDE,OUT_SIDE 6
OUTSIDE,OUT_SILD 1
OVER,HOVER 1
OVER,OVE 2
OVER,OVERY 1
PAID,PAYED 1
PAINTED,PANTED 1
PAIR,PER 1
PARALYSED,PARALISED 1
PARENT'S,PARENTS 1
PARENTS,PRARENTS 1
PARENTS,PRERENTS 1
PARTS,PARS 1
PARTY,PARTEY 1
PAST,PASS 1
PATHWAY,PARTH_WAY 1
PAVEMENT,PATHMENT 1
PAY,PAID 1
PEARLS,PIRLS 1
PEEP,PEOPE 1
PEEPED,PEPED 1
PEOPLE,PEOLPE 1
PEOPLE,POPLE 1
PERHAPS,PRASP 1
PERSON,PEASON 1
PETER'S,PETER 2
PETER'S,PETERS 7
PETROL,PETAL 1
PHONED,PHONE 2
PHOTO,PHTO 1
PICKED,PICK 5
PICKED,PICTED 1
PICKED,PIKED 1
PICKPOCKETING,PICK_POKETIN 1
PICTURE,PICTUOU 1
PICTURES,PICTURE 2
PICTURES,PICTYRES 1
PICTURES,PITURES 2
PIECE,PESE 1
PIECE,PICE 1
PIGS',PIGS 1
PLAN,PLAY 1
PLAY,PAYER 1
PLAYER,PLAYA 1
PLAYING,PLAY 1
PLEASE,PLEACE 1
PLEASE,PLEAS 4
PLOUGHED,PLOUD 2
POCKETS,POCKET 1
POINTING,POOTING 1
POLICE,POICLE 3
POLICE,POILICE 1
POLICE,POLIC 4
POLICEMAN,POLICE_MAN 5
POLICEMAN,POLICMAN 1
POLICEMEN,POLCE_MEN 1
POLICEMEN,POLICE_MEN 1
POLICEMEN,POLICEMAN 1
PONY,PONEY 1
POPPED,POPED 1
POSSESS,PASSESS 1
POSTCARDS,POST_CARDS 1
POTATOES,POTATES 2
POTATOES,POTATO 1
POUNDS,PONDS 1
POUNDS,PONUD 1
POWDER,POUDER 1
PRAYER-BOOK,PRAYERBOOK 1
PREGNANT,PREGANT 1
PREGNANT,PREGNET 1
PRESENTS,PRESENT 1
PRETTIEST,PRETIEST 1
PRETTIEST,PRETTEST 1
PRETTY,PREETY 1
PREY,PRAY 1
PRINCIPLE,PRINCIPL 1
PRISON,PRISIN 1
PRIVATE,PRIVAIT 1
PROBABLY,PROBALLY 1
PROCEEDED,PROCEDED 1
PROGRAMME,PROGRAME 1
PROGRAMMES,PROGRAMES 1
PROSTITUTE,PROSTUT 1
PROWLS,PROULS 1
PULLED,PULL 1
PUNCTUATION,PUNTUATION 1
PUSH-BICYCLE,PUSBYCILE 1
PUT,BUT 1
PUT,PHT 1
PUT,POT 1
QUARREL,QURRAL 1
QUEER,QUERE 1
QUESTIONED,QUESTION 1
QUIET,QUIERT 1
QUIETLY,QUILY 1
QUIETLY,QUITELY 1
QUIT,QUITE 1
QUITE,QUIT 1
RABBITS,RABBIT 1
RACING,RACEING 1
RADIATOR,RADYATOR 1
RAN,RUN 2
RAPIDLY,RAPERLY 1
READING,REDING 1
READY,REALY 1
READY,REDDY 1
READY,REDEY 1
REALIZED,REALISE 1
REALLY,REALY 1
REALLY,RELEY 1
REAP,REPER 1
RECOGNIZED,RECONNISED 1
REFRESHING,REFECTION 1
REGISTRY,REGISTERY 1
REPLIED,REPLID 2
REPLY,REPLIE 1
RETIRE,RETIER 1
REVERSE,REVEIRSE 1
RICHER,RECHER 1
RIGHT,RIGTH 2
RING,RINGS 1
RIPPER'S,RIPPER 1
ROAD,RAD 1
ROAD,RAOD 1
ROAD,ROD 2
ROARS,RORSE 1
ROOF,RHFN 1
ROUGH,ROUGHT 1
ROUGH,ROUGTH 1
ROUND,ROWND 1
ROUND_ABOUT,ROUNDABOUT 1
ROUNDS,ROUNS 1
ROWED,ROWD 1
RUMOUR,RUMER 1
RUN,RAN 1
RUN_AWAY,RUNAWAY 1
RUNNING,RUN 1
RUNWAY,RUNAWAY 1
RUSHED,RUST 1
RUSTLE,RUSALL 1
SAFELY,SAFALY 1
SAID,SALD 2
SAID,SED 2
SAID,SEDN 1
SAID,SEID 1
SAID,SIAD 5
SAID,SID 3
SAID,SIDN 5
SAILED,SALED 1
SALLIES,SALLY 1
SAVE,SAFE 1
SAW,SEE 1
SAW,SOOR 1
SAW,SOR 3
SAW,SORE 1
SAW,SORW 1
SAW,SOW 3
SAY,SAID 1
SAYS,SAIS 4
SAYS,SAY 1
SAYS,SEIS 1
SCARES,SCARDS 1
SCHOOL,SHOOL 1
SCREAM,SCEM 1
SCREEN,SEVEEN 1
SCULPTURE,SCULPTOR 1
SEA,SEE 4
SEARCH,SEACH 1
SEAT,SAT 1
SECOND,SEXEON 1
SECRETARY,SECUTERY 1
SEE,SE 2
SEEING,SEE 1
SEEMED,SEMED 1
SEES,SEE 1
SELFISH,SLEVISH 1
SELLING,SELING 1
SENOR,SENOUR 1
SEX,SES 1
SEXTON,SIXTY_ONE 1
SEXUAL,EXUAL 1
SEXUAL,SEXUL 1
SHALL,SHE 1
SHE,HE 1
SHE,THE 1
SHILLINGS,SHILLING 1
SHINING,SHINNING 1
SHIPWRECK,SHIP_WRECK 1
SHONE,SHON 1
SHOOT,SHOT 1
SHOP,SHAP 1
SHORTENED,SHORTEND 1
SHOT,SOT 1
SHOULD,SHOD 2
SHOULD,SHOOLD 1
SHOULD,SHOUD 1
SHOULD,SOULD 1
SHOUTED,SHOUT 1
SHOUTING,SHOUT 1
SHUFFLING,SHUFARLING 1
SHUT_UP,SHOCK 1
SHY,SHIY 1
SIDECAR,SIDE_CAR 1
SIDECAR,SIDE_CARE 1
SIGNPOST,SINE_POST 3
SIGNPOST,SING_POST 1
SIMPLE,SIMPL 1
SING,SINGS 1
SINGLE,SINGL 1
SIREN,SATREN 1
SISTER,SITER 2
SISTERS,SISTER 2
SITTING,SITING 2
SKILFULLY,SCILL_FILLY 1
SLAMMED,SLANDER 1
SLAUGHTERHOUSE,SLAUGHTHOUSE 4
SLEEP,SEPH 2
SLEEP,SLIP 1
SLEEPY,SLEEPEY 1
SLOWLY,SLOLLY 1
SNAKES,SNAKE 1
SNEAKING,SNEKING 3
SNOOTY,SNOTY 1
SNOW,SNOWE 1
SOAP,SOAPE 1
SOAP,SOPE 2
SOLD,SOLED 1
SOME,SHM 1
SOME,SOMES 1
SOME,SUM 1
SOMEONE,SOME_ON 1
SOMEONE,SOME_ONE 5
SOMETHING,SOME_THING 1
SOMETHING,SOMETHICK 1
SOMETHING,SOMETHINK 1
SOMETHING,SOMTHING 1
SOMETHING,SOTHING 1
SOMETIMES,SOME_THIME 1
SOMETIMES,SOME_TIME 1
SOMETIMES,SOME_TIMES 4
SOMETIMES,SOMETIME 1
SOMETIMES,SONE_THEME 1
SOMEWHERE,SOME_WERE 1
SOON,SON 1
SOON,SONE 1
SOONER,SONNER 1
SORE,SAW 1
SOUND,SOWND 1
SOUVENIR,SUVENERE 1
SOWS,SOW 1
SPAWN,SPORN 2
SPEAKING,SEKING 1
SPECIAL,SPICIL 1
SPECTATORS,SPECTATOES 1
SPIES,SPYS 1
SPLENDID,SPLENDED 1
SPRINGS,SPRING 1
SPUN,SPUND 1
SPY,SPIY 1
SQUARE,SQUAR 1
SQUEAK,SQUICK 1
STABBED,STABED 1
STAIRS,SAIRS 1
STAIRS,STARS 1
STAIRS,STERS 1
STANDARD,STARDND 1
STANDING,STANING 1
STARING,STEARING 1
STARS,STARE 1
START,STARTE 1
STARTED,STARTES 1
STARTED,STRAGHTED 1
STARTS,STARST 1
STARTS,START 1
STATEMENT,STATMEANT 1
STATION,STASTIONE 1
STAYED,STAD 1
STAYED,STAYD 1
STEAK,STACK 3
STEAL,STILL 1
STEERING,STEARING 1
STEP,STEPE 1
STEWING,STAWING 1
STIFF,STIVE 1
STILL,SILL 3
STIMULATED,SIMULATED 1
STINKS,STICKS 1
STOLE,STOWL 1
STOLEN,STOLON 1
STOLEN,STOWLE 1
STOLEN,STOWLEN 3
STOPPED,STOP 6
STOPPED,STOPED 4
STORIES,STORY 2
STORMS,STORMES 1
STORY,HIO 1
STORY,SHIO 2
STORY,SORY 1
STORY,STORS 1
STRAIGHT,STAIDGHT 1
STRAIGHT,STRATE 1
STRAIGHT,STRIGHT 2
STRAW,STORW 1
STRAW,STROW 1
STREET,STERRET 1
STRUGGLED,STROGALD 1
STUFFY,STUFY 1
SUDDEN,SUDEN 1
SUDDENLY,SENDDLY 1
SUDDENLY,SUDDENEL 1
SUITABLE,SURTEBULL 1
SUN,SON 1
SUNK,SUNCK 1
SUPPOSE,SOPOSE 1
SUPPOSE,SURPOSE 1
SURE,SHORE 2
SWANS,SWAN 1
SWEETS,SWET 1
SWIRLING,SWALING 1
SWITCHED,SWITCH 1
TADPOLES,TADPOLLS 1
TAKE,TACK 1
TAKE,THACK 1
TAKE,THAK 1
TAKEN,TACKON 1
TAKES,TACKS 1
TAKES,THAK 1
TAKING,TAKEING 1
TAKING,THAING 1
TALK,TALLK 1
TALK,TORCK 1
TALK,TORK 1
TALKED,TORK 1
TAPE,TIPPED 1
TASTE,TAST 1
TEACHERS,TEACHER 1
TEACHES,TESET 1
TEDDY_BOY,TEDDOY 1
TEDDY_BOY,TEDEBOY 4
TEDDY_BOYS,TEDDYBOYS 2
TEETH,THEEAT 1
TELEPHONED,TELEPHONE 1
TELEPHONED,TELPHONED 1
TELL,TEEL 1
TENSE,TENS 1
THANKS,THANK 1
THAT,THEAT 1
THAT'S,THATS 10
THE,GE 1
THE,HE 1
THE,TH 1
THE,THEE 1
THE,THEY 5
THE,THOY 1
THEIR,THEER 1
THEIR,THERE 17
THEIR,THEY 6
THEIR,THIRE 1
THEM,THE 2
THEM,THEME 1
THEM,THEN 8
THEMSELVES,THEM_SOUVE 1
THEMSELVES,THEY_SELF 1
THEN,THAN 1
THEN,THE 1
THEN,THEM 1
THEN,THEY 1
THERE,HE 1
THERE,THAW 1
THERE,THE 3
THERE,THEIR 15
THERE,THER 5
THERE,THEY 2
THERE,THRAR 1
THERE,THRE 1
THERE'LL,THERELL 1
THERE'S,THERE 1
THERE'S,THERES 5
THESE,THOESE 1
THEY,THE 8
THEY,THERE 2
THEY,THRAR 3
