Word,Pronunciation,Syllables,Frequency
ABYSSINIAN,"['AE', 'B S IH', 'N IY', 'AH N']","['A', 'BY', 'SSI', 'NIAN']",128656
ACA,"['AE', 'K AH']","['A', 'CA']",1695703
ACACIA,"['AH', 'K EY', 'SH AH']","['A', 'CA', 'CIA']",1044793
ACADEME,"['AE', 'K AH', 'D IY M']","['A', 'CA', 'DEME']",387561
ACADEMIA,"['AE', 'K AH', 'D IY', 'M IY', 'AH']","['A', 'CA', 'DE', 'MIA']",2202285
ACADEMIC,"['AE', 'K AH', 'D EH', 'M IH K']","['A', 'CA', 'DE', 'MIC']",54886061
ACADEMICALLY,"['AE', 'K AH', 'D EH', 'M IH', 'K L IY']","['A', 'CA', 'DE', 'MI', 'CA', 'LLY']",825603
ACADEMICIAN,"['AE', 'K AH', 'D AH', 'M IH', 'SH AH N']","['A', 'CA', 'DE', 'MI', 'CIAN']",123195
ACADEMICIANS,"['AE', 'K AH', 'D AH', 'M IH', 'SH AH N Z']","['A', 'CA', 'DE', 'MI', 'CIANS']",136314
ACADEMICS,"['AE', 'K AH', 'D EH', 'M IH K S']","['A', 'CA', 'DE', 'MICS']",6857856
ACADEMIES,"['AH', 'K AE', 'D AH', 'M IY Z']","['A', 'CA', 'DE', 'MIES']",1979091
ACADEMY,"['AH', 'K AE', 'D AH', 'M IY']","['A', 'CA', 'DE', 'MY']",29252165
ACADIA,"['AH', 'K EY', 'D IY', 'AH']","['A', 'CA', 'DIA']",827587
ACAMPO,"['AH', 'K AA M', 'P OW']","['A', 'CAM', 'PO']",45073
ACAMPORA,"['AH', 'K AE M', 'P ER', 'AH']","['A', 'CAM', 'POR', 'A']",20304
ACAPULCO,"['AE', 'K AH', 'P UH L', 'K OW']","['A', 'CA', 'PUL', 'CO']",1630701
ACCARDI,"['AA', 'K AA R', 'D IY']","['A', 'CCAR', 'DI']",23871
ACCARDO,"['AA', 'K AA R', 'D OW']","['A', 'CCAR', 'DO']",33081
ACCEDE,"['AE', 'K S IY D']","['A', 'CCEDE']",192573
ACCEDED,"['AE', 'K S IY', 'D IH D']","['A', 'CCE', 'DED']",176005
ACCEDES,"['AE', 'K S IY D Z']","['A', 'CCE', 'DES']",24606
ACCEDING,"['AE', 'K S IY', 'D IH NG']","['A', 'CCE', 'DING']",155750
ACCEL,"['AH', 'K S EH L']","['A', 'CCEL']",609528
ACCELERANT,"['AE', 'K S EH', 'L ER', 'AH N T']","['A', 'CCE', 'LER', 'ANT']",17069
ACCELERATE,"['AE', 'K S EH', 'L ER', 'EY T']","['A', 'CCE', 'LER', 'ATE']",3199272
ACCELERATED,"['AE', 'K S EH', 'L ER', 'EY', 'T IH D']","['A', 'CCE', 'LER', 'A', 'TED']",4336016
ACCELERATES,"['AE', 'K S EH', 'L ER', 'EY T S']","['A', 'CCE', 'LER', 'A', 'TES']",662266
ACCELERATING,"['AE', 'K S EH', 'L ER', 'EY', 'T IH NG']","['A', 'CCE', 'LER', 'A', 'TING']",1568747
ACCELERATION,"['AE', 'K S EH', 'L ER', 'EY', 'SH AH N']","['A', 'CCE', 'LER', 'A', 'TION']",4118345
ACCELERATOR,"['AE', 'K S EH', 'L ER', 'EY', 'T ER']","['A', 'CCE', 'LER', 'A', 'TOR']",3687315
ACCELERATORS,"['AE', 'K S EH', 'L ER', 'EY', 'T ER Z']","['A', 'CCE', 'LER', 'A', 'TORS']",803832
ACCELEROMETER,"['AE', 'K S EH', 'L ER', 'AA', 'M AH', 'T ER']","['A', 'CCE', 'LER', 'O', 'ME', 'TER']",336444
ACCELEROMETERS,"['AE', 'K S EH', 'L ER', 'AA', 'M AH', 'T ER Z']","['A', 'CCE', 'LER', 'O', 'ME', 'TERS']",144214
ACCENT,"['AH', 'K S EH N T']","['A', 'CCENT']",6036395
ACCENTED,"['AE', 'K S EH N', 'T IH D']","['A', 'CCEN', 'TED']",998526
ACCENTING,"['AE', 'K S EH N', 'T IH NG']","['A', 'CCEN', 'TING']",60569
ACCENTS,"['AE', 'K S EH N T S']","['A', 'CCENTS']",4122134
ACCENTUATE,"['AE', 'K S EH N', 'CH UW', 'EY T']","['A', 'CCEN', 'TUA', 'TE']",284301
ACCENTUATED,"['AE', 'K S EH N', 'CH UW', 'EY', 'T IH D']","['A', 'CCEN', 'TUA', 'TED']",238695
ACCENTUATES,"['AE', 'K S EH N', 'CH UW', 'EY T S']","['A', 'CCEN', 'TUA', 'TES']",99165
ACCENTUATING,"['AE', 'K S EH N', 'CH UW', 'EY', 'T IH NG']","['A', 'CCEN', 'TUA', 'TING']",58751
ACCEPT,"['AE', 'K S EH P T']","['A', 'CCEPT']",43171429
ACCEPTABILITY,"['AH', 'K S EH', 'P T AH', 'B IH', 'L AH', 'T IY']","['A', 'CCEP', 'TA', 'BI', 'LI', 'TY']",691803
ACCEPTABLE,"['AE', 'K S EH', 'P T AH', 'B AH L']","['A', 'CCEP', 'TA', 'BLE']",14590887
ACCEPTABLY,"['AE', 'K S EH', 'P T AH', 'B L IY']","['A', 'CCEP', 'TA', 'BLY']",113043
ACCEPTANCE,"['AE', 'K S EH', 'P T AH N S']","['A', 'CCEP', 'TA', 'NCE']",36864919
ACCEPTANCES,"['AE', 'K S EH', 'P T AH N', 'S IH Z']","['A', 'CCEP', 'TA', 'NCES']",267467
ACCEPTED,"['AE', 'K S EH', 'P T IH D']","['A', 'CCEP', 'TED']",46922000
ACCEPTING,"['AE', 'K S EH', 'P T IH NG']","['A', 'CCEP', 'TING']",6981678
ACCEPTS,"['AE', 'K S EH P T S']","['A', 'CCEPTS']",6647640
ACCESS,"['AE', 'K S EH S']","['A', 'CCESS']",217986984
ACCESSED,"['AE', 'K S EH S T']","['A', 'CCE', 'SSED']",8825205
ACCESSIBILITY,"['AE', 'K S EH', 'S AH', 'B IH', 'L IH', 'T IY']","['A', 'CCE', 'SSI', 'BI', 'LI', 'TY']",19002278
ACCESSIBLE,"['AE', 'K S EH', 'S AH', 'B AH L']","['A', 'CCE', 'SSI', 'BLE']",18695403
ACCESSING,"['AE', 'K S EH', 'S IH NG']","['A', 'CCE', 'SSING']",7415131
ACCESSION,"['AH', 'K S EH', 'SH AH N']","['A', 'CCE', 'SSION']",4673797
ACCESSORIES,"['AE', 'K S EH', 'S ER', 'IY Z']","['A', 'CCE', 'SSOR', 'IES']",158982297
ACCESSORIZE,"['AE', 'K S EH', 'S ER', 'AY Z']","['A', 'CCE', 'SSOR', 'IZE']",172805
ACCESSORIZED,"['AE', 'K S EH', 'S ER', 'AY Z D']","['A', 'CCE', 'SSOR', 'I', 'ZED']",29798
ACCESSORY,"['AE', 'K S EH', 'S ER', 'IY']","['A', 'CCE', 'SSOR', 'Y']",18694578
ACCIDENT,"['AE', 'K S AH', 'D AH N T']","['A', 'CCI', 'DENT']",18699760
ACCIDENTAL,"['AE', 'K S AH', 'D EH N', 'T AH L']","['A', 'CCI', 'DEN', 'TAL']",3914021
ACCIDENTALLY,"['AE', 'K S AH', 'D EH N', 'T AH', 'L IY']","['A', 'CCI', 'DEN', 'TA', 'LLY']",2636203
ACCIDENTLY,"['AE', 'K S AH', 'D AH N', 'T L IY']","['A', 'CCI', 'DENTLY']",301431
ACCIDENTS,"['AE', 'K S AH', 'D AH N T S']","['A', 'CCI', 'DENTS']",8930846
ACCION,"['AE', 'CH IY', 'AH N']","['A', 'CCION']",227679
ACCLAIM,"['AH', 'K L EY M']","['A', 'CCLAIM']",1784066
ACCLAIMED,"['AH', 'K L EY M D']","['A', 'CCLAI', 'MED']",2790613
ACCLAMATION,"['AE', 'K L AH', 'M EY', 'SH AH N']","['A', 'CCLA', 'MA', 'TION']",111773
ACCLIMATE,"['AE', 'K L AH', 'M EY T']","['A', 'CCLI', 'MATE']",86128
ACCLIMATED,"['AE', 'K L AH', 'M EY', 'T IH D']","['A', 'CCLI', 'MA', 'TED']",112307
ACCLIMATION,"['AE', 'K L AH', 'M EY', 'SH AH N']","['A', 'CCLI', 'MA', 'TION']",134284
ACCO,"['AE', 'K OW']","['A', 'CCO']",528552
ACCOKEEK,"['AE', 'K OW', 'K IY K']","['A', 'CCO', 'KEEK']",44779
ACCOLADE,"['AE', 'K AH', 'L EY D']","['A', 'CCO', 'LADE']",361681
ACCOLADES,"['AE', 'K AH', 'L EY D Z']","['A', 'CCO', 'LA', 'DES']",2232640
ACCOMMODATE,"['AH', 'K AA', 'M AH', 'D EY T']","['A', 'CCO', 'MMO', 'DATE']",7002915
ACCOMMODATED,"['AH', 'K AA', 'M AH', 'D EY', 'T IH D']","['A', 'CCO', 'MMO', 'DA', 'TED']",1506562
ACCOMMODATES,"['AH', 'K AA', 'M AH', 'D EY T S']","['A', 'CCO', 'MMO', 'DA', 'TES']",820179
ACCOMMODATING,"['AH', 'K AA', 'M AH', 'D EY', 'T IH NG']","['A', 'CCO', 'MMO', 'DA', 'TING']",960249
ACCOMMODATION,"['AH', 'K AA', 'M AH', 'D EY', 'SH AH N']","['A', 'CCO', 'MMO', 'DA', 'TION']",60589803
ACCOMMODATIONS,"['AH', 'K AA', 'M AH', 'D EY', 'SH AH N Z']","['A', 'CCO', 'MMO', 'DA', 'TIONS']",10932659
ACCOMMODATIVE,"['AH', 'K AA', 'M AH', 'D EY', 'T IH V']","['A', 'CCO', 'MMO', 'DA', 'TIVE']",66547
ACCOMPANIED,"['AH', 'K AH M', 'P AH', 'N IY D']","['A', 'CCOM', 'PA', 'NIED']",8119884
ACCOMPANIES,"['AH', 'K AH M', 'P AH', 'N IY Z']","['A', 'CCOM', 'PA', 'NIES']",1090972
ACCOMPANIMENT,"['AH', 'K AH M', 'P N IH', 'M AH N T']","['A', 'CCOM', 'PA', 'NI', 'MENT']",1572132
ACCOMPANIMENTS,"['AH', 'K AH M', 'P N IH', 'M AH N T S']","['A', 'CCOM', 'PA', 'NI', 'MENTS']",222749
ACCOMPANIST,"['AH', 'K AH M', 'P AH', 'N AH S T']","['A', 'CCOM', 'PA', 'NIST']",153694
ACCOMPANY,"['AH', 'K AH M', 'P AH', 'N IY']","['A', 'CCOM', 'PA', 'NY']",3439497
ACCOMPANYING,"['AH', 'K AH M', 'P AH', 'N IY', 'IH NG']","['A', 'CCOM', 'PA', 'NYING']",5681015
ACCOMPLI,"['AA', 'K AA M', 'P L IY']","['A', 'CCOM', 'PLI']",168790
ACCOMPLICE,"['AH', 'K AA M', 'P L AH S']","['A', 'CCOM', 'PLICE']",316255
ACCOMPLICES,"['AH', 'K AA M', 'P L AH', 'S AH Z']","['A', 'CCOM', 'PLI', 'CES']",212317
ACCOMPLISH,"['AH', 'K AA M', 'P L IH SH']","['A', 'CCOM', 'PLISH']",6091676
ACCOMPLISHED,"['AH', 'K AA M', 'P L IH SH T']","['A', 'CCOM', 'PLI', 'SHED']",7928651
ACCOMPLISHES,"['AH', 'K AA M', 'P L IH', 'SH IH Z']","['A', 'CCOM', 'PLI', 'SHES']",412028
ACCOMPLISHING,"['AH', 'K AA M', 'P L IH', 'SH IH NG']","['A', 'CCOM', 'PLI', 'SHING']",855220
ACCOMPLISHMENT,"['AH', 'K AA M', 'P L IH', 'SH M AH N T']","['A', 'CCOM', 'PLISH', 'MENT']",1904294
ACCOMPLISHMENTS,"['AH', 'K AA M', 'P L IH', 'SH M AH N T S']","['A', 'CCOM', 'PLISH', 'MENTS']",3521534
ACCOR,"['AE', 'K AO R']","['A', 'CCOR']",545593
ACCORD,"['AH', 'K AO R D']","['A', 'CCORD']",5034197
ACCORDANCE,"['AH', 'K AO R', 'D AH N S']","['A', 'CCOR', 'DA', 'NCE']",25194680
ACCORDED,"['AH', 'K AO R', 'D IH D']","['A', 'CCOR', 'DED']",866653
ACCORDING,"['AH', 'K AO R', 'D IH NG']","['A', 'CCOR', 'DING']",72553085
ACCORDINGLY,"['AH', 'K AO R', 'D IH', 'NG L IY']","['A', 'CCOR', 'DI', 'NGLY']",8960086
ACCORDION,"['AH', 'K AO R', 'D IY', 'AH N']","['A', 'CCOR', 'DION']",1220579
ACCORDIONS,"['AH', 'K AO R', 'D IY', 'AH N Z']","['A', 'CCOR', 'DIONS']",117661
ACCORDS,"['AH', 'K AO R D Z']","['A', 'CCORDS']",742249
ACCOST,"['AH', 'K AO S T']","['A', 'CCOST']",29427
ACCOSTED,"['AH', 'K AA S', 'T IH D']","['A', 'CCOS', 'TED']",117096
ACCOSTING,"['AH', 'K AA S', 'T IH NG']","['A', 'CCOS', 'TING']",16096
ACCOUNT,"['AH', 'K AW N T']","['A', 'CCOUNT']",203611349
ACCOUNTABILITY,"['AH', 'K AW N', 'T AH', 'B IH', 'L IH', 'T IY']","['A', 'CCOUN', 'TA', 'BI', 'LI', 'TY']",9011124
ACCOUNTABLE,"['AH', 'K AW N', 'T AH', 'B AH L']","['A', 'CCOUN', 'TA', 'BLE']",3501555
ACCOUNTANCY,"['AH', 'K AW N', 'T AH N', 'T S IY']","['A', 'CCOUN', 'TA', 'NCY']",2528048
ACCOUNTANT,"['AH', 'K AW N', 'T AH N T']","['A', 'CCOUN', 'TANT']",4289265
ACCOUNTANTS,"['AH', 'K AW N', 'T AH N T S']","['A', 'CCOUN', 'TANTS']",4461356
ACCOUNTED,"['AH', 'K AW N', 'T IH D']","['A', 'CCOUN', 'TED']",3850232
ACCOUNTEMPS,"['AH', 'K AW N', 'T EH M P S']","['A', 'CCOUN', 'TEMPS']",432653
ACCOUNTING,"['AH', 'K AW N', 'T IH NG']","['A', 'CCOUN', 'TING']",40819336
ACCOUNTS,"['AH', 'K AW N T S']","['A', 'CCOUNTS']",42330284
ACCOUTERMENTS,"['AH', 'K UW', 'T ER', 'M AH N T S']","['A', 'CCOU', 'TER', 'MENTS']",22302
ACCOUTREMENT,"['AH', 'K UW', 'T ER', 'M AH N T']","['A', 'CCOU', 'TRE', 'MENT']",12733
ACCOUTREMENTS,"['AH', 'K UW', 'T ER', 'M AH N T S']","['A', 'CCOU', 'TRE', 'MENTS']",131110
ACCRA,"['AA', 'K R AA']","['A', 'CCRA']",577217
ACCREDIT,"['AH', 'K R EH', 'D IH T']","['A', 'CCRE', 'DIT']",121662
ACCREDITATION,"['AH', 'K R EH', 'D AH', 'T EY', 'SH AH N']","['A', 'CCRE', 'DI', 'TA', 'TION']",6733072
ACCREDITATIONS,"['AH', 'K R EH', 'D AH', 'T EY', 'SH AH N Z']","['A', 'CCRE', 'DI', 'TA', 'TIONS']",377752
ACCREDITED,"['AH', 'K R EH', 'D IH', 'T IH D']","['A', 'CCRE', 'DI', 'TED']",9006302
ACCREDITING,"['AH', 'K R EH', 'D AH', 'T IH NG']","['A', 'CCRE', 'DI', 'TING']",495041
ACCRETED,"['AH', 'K R IY', 'T IH D']","['A', 'CCRE', 'TED']",61877
ACCRETION,"['AH', 'K R IY', 'SH AH N']","['A', 'CCRE', 'TION']",649735
ACCRUAL,"['AH', 'K R UW', 'AH L']","['A', 'CCRUAL']",1003020
ACCRUALS,"['AH', 'K R UW', 'AH L Z']","['A', 'CCRUALS']",466474
ACCRUE,"['AH', 'K R UW']","['A', 'CCRUE']",927430
ACCRUED,"['AH', 'K R UW D']","['A', 'CCRUED']",2391008
ACCRUES,"['AH', 'K R UW Z']","['A', 'CCRUES']",213417
ACCRUING,"['AH', 'K R UW', 'IH NG']","['A', 'CCRUING']",384560
ACCU,"['AE', 'K Y UW']","['A', 'CCU']",917289
ACCUMULATE,"['AH', 'K Y UW', 'M Y AH', 'L EY T']","['A', 'CCU', 'MU', 'LATE']",1715457
ACCUMULATED,"['AH', 'K Y UW', 'M Y AH', 'L EY', 'T IH D']","['A', 'CCU', 'MU', 'LA', 'TED']",4018104
ACCUMULATES,"['AH', 'K Y UW', 'M Y AH', 'L EY T S']","['A', 'CCU', 'MU', 'LA', 'TES']",403271
ACCUMULATING,"['AH', 'K Y UW', 'M Y AH', 'L EY', 'T IH NG']","['A', 'CCU', 'MU', 'LA', 'TING']",722990
ACCUMULATION,"['AH', 'K Y UW', 'M Y AH', 'L EY', 'SH AH N']","['A', 'CCU', 'MU', 'LA', 'TION']",4064397
ACCUMULATIONS,"['AH', 'K Y UW', 'M Y AH', 'L EY', 'SH AH N Z']","['A', 'CCU', 'MU', 'LA', 'TIONS']",420381
ACCUMULATIVE,"['AH', 'K Y UW', 'M Y AH', 'L EY', 'T IH V']","['A', 'CCU', 'MU', 'LA', 'TIVE']",103072
ACCUMULATOR,"['AH', 'K Y UW', 'M Y AH', 'L EY', 'T ER']","['A', 'CCU', 'MU', 'LA', 'TOR']",432873
ACCUMULATORS,"['AH', 'K Y UW', 'M Y AH', 'L EY', 'T ER Z']","['A', 'CCU', 'MU', 'LA', 'TORS']",139664
ACCURACIES,"['AE', 'K Y ER', 'AH', 'S IY Z']","['A', 'CCUR', 'A', 'CIES']",142520
ACCURACY,"['AE', 'K Y ER', 'AH', 'S IY']","['A', 'CCUR', 'A', 'CY']",29536020
ACCURATE,"['AE', 'K Y ER', 'AH T']","['A', 'CCUR', 'ATE']",25144477
ACCURATELY,"['AE', 'K Y ER', 'AH', 'T L IY']","['A', 'CCUR', 'A', 'TE', 'LY']",6587832
ACCURIDE,"['AE', 'K Y ER', 'AY D']","['A', 'CCUR', 'IDE']",20203
ACCURSED,"['AE', 'K ER S T']","['A', 'CCU', 'RSED']",189430
ACCUSATION,"['AE', 'K Y AH', 'Z EY', 'SH AH N']","['A', 'CCU', 'SA', 'TION']",847191
ACCUSATIONS,"['AE', 'K Y AH', 'Z EY', 'SH AH N Z']","['A', 'CCU', 'SA', 'TIONS']",1527028
ACCUSATIVE,"['AH', 'K Y UW', 'Z AH', 'T IH V']","['A', 'CCU', 'SA', 'TIVE']",145450
ACCUSATORY,"['AH', 'K Y UW', 'Z AH', 'T AO R', 'IY']","['A', 'CCU', 'SA', 'TOR', 'Y']",63463
ACCUSE,"['AH', 'K Y UW Z']","['A', 'CCUSE']",1048371
ACCUSED,"['AH', 'K Y UW Z D']","['A', 'CCU', 'SED']",8659913
ACCUSER,"['AH', 'K Y UW', 'Z ER']","['A', 'CCU', 'SER']",280605
ACCUSERS,"['AH', 'K Y UW', 'Z ER Z']","['A', 'CCU', 'SERS']",131702
ACCUSES,"['AH', 'K Y UW', 'Z IH Z']","['A', 'CCU', 'SES']",758916
ACCUSING,"['AH', 'K Y UW', 'Z IH NG']","['A', 'CCU', 'SING']",872745
ACCUSINGLY,"['AH', 'K Y UW', 'Z IH', 'NG L IY']","['A', 'CCU', 'SI', 'NGLY']",23015
ACCUSTOM,"['AH', 'K AH S', 'T AH M']","['A', 'CCUS', 'TOM']",58028
ACCUSTOMED,"['AH', 'K AH S', 'T AH M D']","['A', 'CCUS', 'TO', 'MED']",1647188
ACCUTANE,"['AE', 'K Y UW', 'T EY N']","['A', 'CCU', 'TANE']",598940
ACE,['EY S'],['ACE'],11134733
ACED,['EY S T'],"['A', 'CED']",100569
ACER,"['EY', 'S ER']","['A', 'CER']",8160550
ACERBIC,"['AH', 'S EH R', 'B IH K']","['A', 'CER', 'BIC']",105406
ACERO,"['AH', 'S EH R', 'OW']","['A', 'CER', 'O']",66741
ACES,"['EY', 'S IH Z']","['A', 'CES']",2229921
ACETAMINOPHEN,"['AH', 'S IY', 'T AH', 'M IH', 'N AH', 'F AH N']","['A', 'CE', 'TA', 'MI', 'NO', 'PHEN']",1265258
ACETATE,"['AE', 'S AH', 'T EY T']","['A', 'CE', 'TATE']",2115668
ACETIC,"['AH', 'S EH', 'T IH K']","['A', 'CE', 'TIC']",602572
ACETO,"['AA', 'S EH', 'T OW']","['A', 'CE', 'TO']",65748
ACETOCHLOR,"['AA', 'S EH', 'T OW', 'K L AO R']","['A', 'CE', 'TO', 'CHLOR']",18351
ACETONE,"['AE', 'S AH', 'T OW N']","['A', 'CE', 'TONE']",588439
ACETYLCHOLINE,"['AH', 'S EH', 'T AH L', 'K OW', 'L IY N']","['A', 'CE', 'TYL', 'CHO', 'LINE']",559111
ACETYLENE,"['AH', 'S EH', 'T AH', 'L IY N']","['A', 'CE', 'TY', 'LENE']",280724
ACEVEDO,"['AE', 'S AH', 'V EY', 'D OW']","['A', 'CE', 'VE', 'DO']",177515
ACEVES,"['AA', 'S EY', 'V EH S']","['A', 'CE', 'VES']",37147
ACEY,"['EY', 'S IY']","['A', 'CEY']",55479
ACHAEAN,"['AH', 'CH IY', 'AH N']","['A', 'CHA', 'EAN']",29646
ACHATZ,"['AE', 'K AH T S']","['A', 'CHATZ']",21066
ACHE,['EY K'],"['A', 'CHE']",1069323
ACHEBE,"['AA', 'CH EY', 'B IY']","['A', 'CHEBE']",86883
ACHED,['EY K T'],"['A', 'CHED']",153141
ACHENBACH,"['AE', 'K IH N', 'B AA K']","['A', 'CHEN', 'BACH']",73992
ACHENES,"['AH', 'K IY N Z']","['A', 'CHE', 'NES']",13913
ACHES,['EY K S'],"['A', 'CHES']",1116644
ACHESON,"['AE', 'CH AH', 'S AH N']","['A', 'CHE', 'SON']",158330
ACHEY,"['AE', 'CH IY']","['A', 'CHEY']",23556
ACHIEVA,"['AH', 'CH IY', 'V AH']","['A', 'CHIE', 'VA']",82220
ACHIEVABLE,"['AH', 'CH IY', 'V AH', 'B AH L']","['A', 'CHIE', 'VA', 'BLE']",1130204
ACHIEVE,"['AH', 'CH IY V']","['A', 'CHIEVE']",27332769
ACHIEVED,"['AH', 'CH IY V D']","['A', 'CHIE', 'VED']",17086330
ACHIEVEMENT,"['AH', 'CH IY', 'V M AH N T']","['A', 'CHIE', 'VE', 'MENT']",12845656
ACHIEVEMENTS,"['AH', 'CH IY', 'V M AH N T S']","['A', 'CHIE', 'VE', 'MENTS']",5607204
ACHIEVER,"['AH', 'CH IY', 'V ER']","['A', 'CHIE', 'VER']",303591
ACHIEVERS,"['AH', 'CH IY', 'V ER Z']","['A', 'CHIE', 'VERS']",417699
ACHIEVES,"['AH', 'CH IY V Z']","['A', 'CHIE', 'VES']",1741941
ACHIEVING,"['AH', 'CH IY', 'V IH NG']","['A', 'CHIE', 'VING']",8773550
ACHILLE,"['AH', 'K IH', 'L IY']","['A', 'CHI', 'LLE']",180906
ACHILLES,"['AH', 'K IH', 'L IY Z']","['A', 'CHI', 'LLES']",1163397
ACHING,"['EY', 'K IH NG']","['A', 'CHING']",724865
ACHINGLY,"['EY', 'K IH', 'NG L IY']","['A', 'CHI', 'NGLY']",76995
ACHMED,"['AA', 'HH M EH D']","['A', 'CHMED']",30101
ACHOO,"['AA', 'CH UW']","['A', 'CHOO']",33177
ACHOR,"['EY', 'K ER']","['A', 'CHOR']",17692
ACHTERBERG,"['AE', 'K T ER', 'B ER G']","['A', 'CHTER', 'BERG']",21886
ACHY,"['EY', 'K IY']","['A', 'CHY']",104729
ACID,"['AE', 'S IH D']","['A', 'CID']",30867887
ACIDIC,"['AH', 'S IH', 'D IH K']","['A', 'CI', 'DIC']",1167972
ACIDIFICATION,"['AH', 'S IH', 'D AH', 'F AH', 'K EY', 'SH AH N']","['A', 'CI', 'DI', 'FI', 'CA', 'TION']",219559
ACIDIFIED,"['AH', 'S IH', 'D AH', 'F AY D']","['A', 'CI', 'DI', 'FIED']",83315
ACIDIFY,"['AH', 'S IH', 'D AH', 'F AY']","['A', 'CI', 'DI', 'FY']",15957
ACIDITY,"['AH', 'S IH', 'D AH', 'T IY']","['A', 'CI', 'DI', 'TY']",762392
ACIDLY,"['AE', 'S IH', 'D L IY']","['A', 'CID', 'LY']",13981
ACIDOSIS,"['AE', 'S IH', 'D OW', 'S AH S']","['A', 'CI', 'DO', 'SIS']",308499
ACIDS,"['AE', 'S IH D Z']","['A', 'CIDS']",8793940
ACIDURIA,"['AE', 'S IH', 'D UH R', 'IY', 'AH']","['A', 'CI', 'DUR', 'IA']",17032
ACK,['AE K'],['ACK'],2852879
ACKER,"['AE', 'K ER']","['A', 'CKER']",317695
ACKERLEY,"['AE', 'K ER', 'L IY']","['A', 'CKER', 'LEY']",25590
ACKERLY,"['AE', 'K ER', 'L IY']","['A', 'CKER', 'LY']",40796
ACKERMAN,"['AE', 'K ER', 'M AH N']","['A', 'CKER', 'MAN']",880538
ACKERMANN,"['AE', 'K ER', 'M AH N']","['A', 'CKER', 'MANN']",176628
ACKERSON,"['AE', 'K ER', 'S AH N']","['A', 'CKER', 'SON']",38322
ACKERT,"['AE', 'K ER T']","['A', 'CKERT']",15728
ACKNOWLEDGE,"['AE', 'K N AA', 'L IH JH']","['A', 'CKNOW', 'LED', 'GE']",6546612
ACKNOWLEDGEMENT,"['AE', 'K N AA', 'L IH', 'JH M AH N T']","['A', 'CKNOW', 'LED', 'GE', 'MENT']",2823891
ACKNOWLEDGEMENTS,"['AE', 'K N AA', 'L IH', 'JH M AH N T S']","['A', 'CKNOW', 'LED', 'GE', 'MENTS']",2605073
ACKNOWLEDGES,"['AE', 'K N AA', 'L IH', 'JH IH Z']","['A', 'CKNOW', 'LED', 'GES']",2321868
ACKNOWLEDGMENT,"['AE', 'K N AA', 'L IH', 'JH M AH N T']","['A', 'CKNOW', 'LEDGMENT']",1541230
ACKNOWLEDGMENTS,"['AE', 'K N AA', 'L IH', 'JH M AH N T S']","['A', 'CKNOW', 'LEDGMENTS']",1609662
ACKROYD,"['AE', 'K R OY D']","['A', 'CKROYD']",129969
ACME,"['AE', 'K M IY']","['A', 'CME']",2060278
ACNE,"['AE', 'K N IY']","['A', 'CNE']",6215449
ACOG,"['AH', 'K AO G']","['A', 'COG']",204382
ACOLYTE,"['AE', 'K AH', 'L AY T']","['A', 'CO', 'LYTE']",148254
ACOLYTES,"['AE', 'K AH', 'L AY T S']","['A', 'CO', 'LY', 'TES']",116287
ACORD,"['AH', 'K AO R D']","['A', 'CORD']",149259
ACORDIA,"['AH', 'K AO R', 'D IY', 'AH']","['A', 'COR', 'DIA']",19611
ACORN,"['EY', 'K AO R N']","['A', 'CORN']",1825652
ACORNS,"['EY', 'K AO R N Z']","['A', 'CORNS']",253274
ACOSTA,"['AH', 'K AO S', 'T AH']","['A', 'COS', 'TA']",418325
ACOUSTIC,"['AH', 'K UW S', 'T IH K']","['A', 'COUS', 'TIC']",10857417
ACOUSTICAL,"['AH', 'K UW S', 'T IH', 'K AH L']","['A', 'COUS', 'TI', 'CAL']",749458
ACOUSTICALLY,"['AH', 'K UW S', 'T IH', 'K L IY']","['A', 'COUS', 'TI', 'CA', 'LLY']",171156
ACOUSTICS,"['AH', 'K UW S', 'T IH K S']","['A', 'COUS', 'TICS']",2517859
ACQUAINT,"['AH', 'K W EY N T']","['A', 'CQU', 'AINT']",366737
ACQUAINTANCE,"['AH', 'K W EY N', 'T AH N S']","['A', 'CQU', 'AIN', 'TA', 'NCE']",1339448
ACQUAINTANCES,"['AH', 'K W EY N', 'T AH N', 'S IH Z']","['A', 'CQU', 'AIN', 'TA', 'NCES']",660243
ACQUAINTANCESHIP,"['AH', 'K W EY N', 'T AH N', 'S SH IH P']","['A', 'CQU', 'AIN', 'TA', 'NCE', 'SHIP']",16165
ACQUAINTED,"['AH', 'K W EY N', 'T IH D']","['A', 'CQU', 'AIN', 'TED']",1406439
ACQUAVIVA,"['AA', 'K W AA', 'V IY', 'V AH']","['A', 'CQUA', 'VI', 'VA']",38127
ACQUIESCE,"['AE', 'K W IY', 'EH S']","['A', 'CQU', 'IES', 'CE']",133376
ACQUIESCED,"['AE', 'K W IY', 'EH S T']","['A', 'CQU', 'IES', 'CED']",113504
ACQUIESCENCE,"['AE', 'K W IY', 'EH', 'S AH N S']","['A', 'CQU', 'IE', 'SCE', 'NCE']",216902
ACQUIESCENT,"['AE', 'K W IY', 'EH', 'S AH N T']","['A', 'CQU', 'IE', 'SCENT']",20318
ACQUIESCING,"['AE', 'K W IY', 'EH', 'S IH NG']","['A', 'CQU', 'IE', 'SCING']",30961
