Word,Pronunciation,Syllables,Frequency
ACCUSINGLY,"['AH', 'K Y UW', 'Z IH N G', 'L IY']","['A', 'CCUS', 'ING', 'LY']",23015
ACCUSTOM,"['AH', 'K AH', 'S T AH M']","['A', 'CCUS', 'TOM']",58028
ACCUSTOMED,"['AH', 'K AH', 'S T AH M D']","['A', 'CCUS', 'TOMED']",1647188
ACE,['EY S'],['ACE'],11134733
ACERBIC,"['AH', 'S EH R', 'B IH K']","['A', 'CER', 'BIC']",105406
ACETATE,"['AE', 'S AH', 'T EY T']","['AC', 'E', 'TATE']",2115668
ACETIC,"['AH', 'S EH', 'T IH K']","['A', 'CE', 'TIC']",602572
ACETONE,"['AE', 'S AH', 'T OW N']","['AC', 'E', 'TONE']",588439
ACETYLCHOLINE,"['AH', 'S EH', 'T AH L', 'K OW', 'L IY N']","['A', 'CE', 'TYL', 'CHO', 'LINE']",559111
ACETYLENE,"['AH', 'S EH', 'T AH', 'L IY N']","['A', 'CET', 'Y', 'LENE']",280724
ACHAEAN,"['AH', 'CH IY', 'AH N']","['A', 'CHAE', 'AN']",29646
ACHE,['EY K'],['ACHE'],1069323
ACHESON,"['AE', 'CH AH', 'S AH N']","['ACH', 'E', 'SON']",158330
ACHIEVABLE,"['AH', 'CH IY', 'V AH', 'B AH L']","['A', 'CHIEV', 'A', 'BLE']",1130204
ACHIEVE,"['AH', 'CH IY V']","['A', 'CHIEVE']",27332769
ACHIEVED,"['AH', 'CH IY V D']","['A', 'CHIEVED']",17086330
ACHIEVEMENT,"['AH', 'CH IY V', 'M AH N T']","['A', 'CHIEVE', 'MENT']",12845656
ACHIEVER,"['AH', 'CH IY', 'V ER']","['A', 'CHIE', 'VER']",303591
ACHIEVING,"['AH', 'CH IY', 'V IH NG']","['A', 'CHIEV', 'ING']",8773550
ACHILLES,"['AH', 'K IH', 'L IY Z']","['A', 'CHI', 'LLES']",1163397
ACHING,"['EY', 'K IH NG']","['ACH', 'ING']",724865
ACHINGLY,"['EY', 'K IH N G', 'L IY']","['ACH', 'ING', 'LY']",76995
ACHMED,"['AA H H', 'M EH D']","['ACH', 'MED']",30101
ACID,"['AE', 'S IH D']","['AC', 'ID']",30867887
ACIDIC,"['AH', 'S IH', 'D IH K']","['A', 'CI', 'DIC']",1167972
ACIDIFICATION,"['AH', 'S IH', 'D AH', 'F AH', 'K EY', 'SH AH N']","['A', 'CID', 'I', 'FI', 'CA', 'TION']",219559
ACIDIFIED,"['AH', 'S IH', 'D AH', 'F AY D']","['A', 'CID', 'I', 'FIED']",83315
ACIDIFY,"['AH', 'S IH', 'D AH', 'F AY']","['A', 'CID', 'I', 'FY']",15957
ACIDITY,"['AH', 'S IH', 'D AH', 'T IY']","['A', 'CID', 'I', 'TY']",762392
ACIDLY,"['AE', 'S IH', 'D L IY']","['AC', 'ID', 'LY']",13981
ACIDOSIS,"['AE', 'S IH', 'D OW', 'S AH S']","['AC', 'I', 'DO', 'SIS']",308499
ACKERLEY,"['AE', 'K ER', 'L IY']","['ACK', 'ER', 'LEY']",25590
ACKLEY,"['AE', 'K L IY']","['ACK', 'LEY']",164306
ACKNOWLEDGE,"['AE K', 'N AA', 'L IH JH']","['AC', 'KNOWL', 'EDGE']",6546612
ACKNOWLEDGED,"['AE K', 'N AA', 'L IH JH D']","['AC', 'KNOWL', 'EDGED']",5979804
ACKNOWLEDGEMENT,"['AE K', 'N AA', 'L IH J H', 'M AH N T']","['AC', 'KNOWL', 'EDGE', 'MENT']",2823891
ACKNOWLEDGING,"['AE K', 'N AA', 'L IH', 'JH IH NG']","['AC', 'KNOWL', 'EDG', 'ING']",1387381
ACKNOWLEDGMENT,"['AE K', 'N AA', 'L IH J H', 'M AH N T']","['AC', 'KNOWL', 'EDG', 'MENT']",1541230
ACME,"['AE K', 'M IY']","['AC', 'ME']",2060278
ACNE,"['AE K', 'N IY']","['AC', 'NE']",6215449
ACOLYTE,"['AE', 'K AH', 'L AY T']","['AC', 'O', 'LYTE']",148254
ACORN,"['EY', 'K AO R N']","['A', 'CORN']",1825652
ACOUSTIC,"['AH', 'K UW', 'S T IH K']","['A', 'COUS', 'TIC']",10857417
ACOUSTICAL,"['AH', 'K UW', 'S T IH', 'K AH L']","['A', 'COUS', 'TI', 'CAL']",749458
ACOUSTICALLY,"['AH', 'K UW', 'S T IH', 'K L IY']","['A', 'COUS', 'TI', 'CA', 'LLY']",171156
ACOUSTICS,"['AH', 'K UW', 'S T IH K S']","['A', 'COUS', 'TICS']",2517859
ACQUAINT,"['AH', 'K W EY N T']","['AC', 'QUAINT']",366737
ACQUAINTANCE,"['AH', 'K W EY N', 'T AH N S']","['AC', 'QUAIN', 'TANCE']",1339448
ACQUAINTANCESHIP,"['AH', 'K W EY N', 'T AH N S', 'SH IH P']","['AC', 'QUAINT', 'ANCE', 'SHIP']",16165
ACQUAINTED,"['AH', 'K W EY N', 'T IH D']","['AC', 'QUAINT', 'ED']",1406439
ACQUIESCE,"['AE', 'K W IY', 'EH S']","['AC', 'QUI', 'ESCE']",133376
ACQUIESCENCE,"['AE', 'K W IY', 'EH', 'S AH N S']","['AC', 'QUI', 'ES', 'CENCE']",216902
ACQUIESCENT,"['AE', 'K W IY', 'EH', 'S AH N T']","['AC', 'QUI', 'ES', 'CENT']",20318
ACQUIRE,"['AH', 'K W AY', 'ER']","['AC', 'QUIRE']",8803690
ACQUIRED,"['AH', 'K W AY', 'ER D']","['AC', 'QUIRED']",12619643
ACQUIRER,"['AH', 'K W AY', 'ER', 'ER']","['AC', 'QUIR', 'ER']",240095
ACQUIRING,"['AH', 'K W AY', 'R IH NG']","['AC', 'QUIR', 'ING']",3272383
ACQUISITION,"['AE', 'K W AH', 'Z IH', 'SH AH N']","['AC', 'QUI', 'SI', 'TION']",19174010
ACQUISITIVE,"['AH', 'K W IH', 'Z AH', 'T IH V']","['AC', 'QUIS', 'I', 'TIVE']",66586
ACQUIT,"['AH', 'K W IH T']","['AC', 'QUIT']",106959
ACQUITTAL,"['AH', 'K W IH', 'T AH L']","['AC', 'QUI', 'TTAL']",306956
ACQUITTED,"['AH', 'K W IH', 'T IH D']","['AC', 'QUI', 'TTED']",585811
ACQUITTING,"['AH', 'K W IH', 'T IH NG']","['AC', 'QUI', 'TTING']",20968
ACRE,"['EY', 'K ER']","['A', 'CRE']",6660361
ACREAGE,"['EY', 'K AH', 'R IH JH']","['A', 'CRE', 'AGE']",2136630
ACRES,"['EY', 'K ER Z']","['A', 'C', 'RES']",14208905
ACRID,"['AE', 'K R IH D']","['AC', 'RID']",104638
ACRIMONIOUS,"['AE', 'K R AH', 'M OW', 'N IY', 'AH S']","['AC', 'RI', 'MO', 'NI', 'OUS']",94205
ACRIMONY,"['AE', 'K R IH', 'M OW', 'N IY']","['AC', 'RI', 'MO', 'NY']",77878
ACROBAT,"['AE', 'K R AH', 'B AE T']","['AC', 'RO', 'BAT']",14213883
ACROBATIC,"['AE', 'K R AH', 'B AE', 'T IH K']","['AC', 'RO', 'BA', 'TIC']",243590
ACROBATICS,"['AE', 'K R AH', 'B AE', 'T IH K S']","['AC', 'RO', 'BAT', 'ICS']",202967
ACROLEIN,"['AE', 'K R OW', 'L IY N']","['A', 'CRO', 'LE', 'IN']",68326
ACRONYM,"['AE', 'K R AH', 'N IH M']","['AC', 'RO', 'NYM']",2125641
ACROPOLIS,"['AH', 'K R AA', 'P AH', 'L AH S']","['A', 'CROP', 'O', 'LIS']",429879
ACROSS,"['AH', 'K R AO S']","['A', 'CROSS']",76597151
ACRYLIC,"['AH', 'K R IH', 'L IH K']","['A', 'CRY', 'LIC']",6241613
ACT,['AE K T'],['ACT'],141076205
ACTA,"['AE K', 'T AA']","['AC', 'TA']",2979465
ACTIN,"['AE K', 'T AH N']","['AC', 'TIN']",1356491
ACTING,"['AE K', 'T IH NG']","['ACT', 'ING']",18407646
ACTINIDE,"['AE K', 'T IH', 'N AY D']","['AC', 'TI', 'NIDE']",78621
ACTINOMYCOSIS,"['AE K', 'T IH', 'N OW', 'M AY', 'K OW', 'S IH S']","['AC', 'TI', 'NO', 'MY', 'CO', 'SIS']",32043
ACTION,"['AE K', 'SH AH N']","['AC', 'TION']",162023431
ACTIONABLE,"['AE K', 'SH AH', 'N AH', 'B AH L']","['AC', 'TION', 'A', 'BLE']",614993
ACTIVATE,"['AE K', 'T AH', 'V EY T']","['AC', 'TI', 'VATE']",5014202
ACTIVATED,"['AE K', 'T IH', 'V EY', 'T IH D']","['AC', 'TI', 'VAT', 'ED']",7010205
ACTIVATING,"['AE K', 'T AH', 'V EY', 'T IH NG']","['AC', 'TI', 'VAT', 'ING']",1430694
ACTIVATION,"['AE K', 'T AH', 'V EY', 'SH AH N']","['AC', 'TI', 'VA', 'TION']",10581402
ACTIVATOR,"['AE K', 'T AH', 'V EY', 'T ER']","['AC', 'TI', 'VA', 'TOR']",1137547
ACTIVE,"['AE K', 'T IH V']","['AC', 'TIVE']",84084764
ACTIVELY,"['AE K', 'T IH', 'V L IY']","['AC', 'TIVE', 'LY']",8430340
ACTIVISM,"['AE K', 'T IH', 'V IH', 'Z AH M']","['AC', 'TI', 'VISM']",4047643
ACTIVIST,"['AE K', 'T IH', 'V IH S T']","['AC', 'TI', 'VIST']",4027427
ACTIVITY,"['AE K', 'T IH', 'V IH', 'T IY']","['AC', 'TIV', 'I', 'TY']",79633609
ACTON,"['AE K', 'T AH N']","['AC', 'TON']",1309016
ACTOR,"['AE K', 'T ER']","['AC', 'TOR']",16282891
ACTRESS,"['AE K', 'T R AH S']","['AC', 'TRESS']",7010056
ACTUAL,"['AE K', 'CH AH', 'W AH L']","['AC', 'TU', 'AL']",42552937
ACTUALITY,"['AE K', 'CH UW', 'AE', 'L AH', 'T IY']","['AC', 'TU', 'AL', 'I', 'TY']",486439
ACTUALIZE,"['AE K', 'CH UW', 'AH', 'L AY Z']","['AC', 'TU', 'A', 'LIZE']",73623
ACTUALLY,"['AE K', 'CH UW', 'AH', 'L IY']","['AC', 'TU', 'A', 'LLY']",69444655
ACTUARIAL,"['AE K', 'CH UW', 'EH', 'R IY', 'AH L']","['AC', 'TU', 'AR', 'I', 'AL']",1748598
ACTUARIES,"['AE K', 'CH UW', 'EH', 'R IY Z']","['AC', 'TU', 'AR', 'IES']",453950
ACTUARY,"['AE K', 'CH UW', 'EH', 'R IY']","['AC', 'TU', 'AR', 'Y']",583033
ACTUATE,"['AE K', 'CH UW', 'EY T']","['AC', 'TU', 'ATE']",650482
ACTUATOR,"['AE K', 'T Y UW', 'EY', 'T ER']","['AC', 'TU', 'A', 'TOR']",1096953
ACUITY,"['AH', 'K Y UW', 'AH', 'T IY']","['A', 'CU', 'I', 'TY']",729449
ACUMEN,"['AH', 'K Y UW', 'M AH N']","['A', 'CU', 'MEN']",537435
ACUPUNCTURE,"['AE', 'K Y UW', 'P AH N G K', 'CH ER']","['AC', 'U', 'PUNC', 'TURE']",2825171
ACUTE,"['AH', 'K Y UW T']","['A', 'CUTE']",11128841
ACUTELY,"['AH', 'K Y UW', 'T L IY']","['A', 'CUTE', 'LY']",515934
ACUTENESS,"['AH', 'K Y UW T', 'N AH S']","['A', 'CUTE', 'NESS']",37075
ADA,"['EY', 'D AH']","['A', 'DA']",6977809
ADAGE,"['AE', 'D AH JH']","['A', 'DAGE']",419158
ADAGIO,"['AH', 'D AA', 'ZH IY', 'OW']","['A', 'DA', 'GI', 'O']",683835
ADAH,"['AE', 'D AA']","['A', 'DAH']",66685
ADAIR,"['AH', 'D EH R']","['A', 'DAIR']",897652
ADAM,"['AE', 'D AH M']","['AD', 'AM']",21694386
ADAMANT,"['AE', 'D AH', 'M AH N T']","['AD', 'A', 'MANT']",504722
ADAMS,"['AE', 'D AH M Z']","['AD', 'AMS']",17620255
ADAPT,"['AH', 'D AE P T']","['A', 'DAPT']",4675567
ADAPTABILITY,"['AH', 'D AE P', 'T AH', 'B IH', 'L AH', 'T IY']","['A', 'DAPT', 'A', 'BIL', 'I', 'TY']",604882
ADAPTABLE,"['AH', 'D AE P', 'T AH', 'B AH L']","['A', 'DAPT', 'A', 'BLE']",1057129
ADAPTATION,"['AE', 'D AH P', 'T EY', 'SH AH N']","['AD', 'AP', 'TA', 'TION']",5314230
ADAPTER,"['AH', 'D AE P', 'T ER']","['A', 'DAP', 'TER']",22290799
ADAPTIVE,"['AH', 'D AE P', 'T IH V']","['A', 'DAP', 'TIVE']",5711114
ADAPTOR,"['AH', 'D AE P', 'T ER']","['A', 'DAP', 'TOR']",6027066
ADAR,"['AH', 'D AA R']","['A', 'DAR']",165190
ADD,['AE D'],['ADD'],387231739
ADDAMS,"['AE', 'D AH M Z']","['A', 'DDAMS']",402832
ADDENDUM,"['AH', 'D EH N', 'D AH M']","['A', 'DDEN', 'DUM']",1718292
ADDER,"['AE', 'D ER']","['A', 'DDER']",888956
ADDICT,"['AH', 'D IH K T']","['A', 'DDICT']",2910117
ADDICTED,"['AH', 'D IH K', 'T IH D']","['A', 'DDICT', 'ED']",2386786
ADDICTION,"['AH', 'D IH K', 'SH AH N']","['A', 'DDIC', 'TION']",9331004
ADDICTIVE,"['AH', 'D IH K', 'T IH V']","['A', 'DDIC', 'TIVE']",2309956
ADDIE,"['AE', 'D IY']","['A', 'DDIE']",315504
ADDINGTON,"['AE', 'D IH N G', 'T AH N']","['A', 'DDING', 'TON']",310580
ADDISON,"['AE', 'D IH', 'S AH N']","['A', 'DDI', 'SON']",3231850
ADDITION,"['AH', 'D IH', 'SH AH N']","['A', 'DDI', 'TION']",73434482
ADDITIONAL,"['AH', 'D IH', 'SH AH', 'N AH L']","['A', 'DDI', 'TIO', 'NAL']",132187702
ADDITIONALLY,"['AH', 'D IH', 'SH AH', 'N AH', 'L IY']","['A', 'DDI', 'TION', 'A', 'LLY']",8737401
ADDITIVE,"['AE', 'D IH', 'T IH V']","['A', 'DDI', 'TIVE']",2081681
ADDLE,"['AE', 'D AH L']","['A', 'DDLE']",15267
ADDRESS,"['AE', 'D R EH S']","['A', 'DDRESS']",261872866
ADDRESSEE,"['AE', 'D R EH', 'S IY']","['A', 'DDRE', 'SSEE']",513417
ADDRESSING,"['AE', 'D R EH', 'S IH NG']","['A', 'DDRESS', 'ING']",9378374
ADDUCT,"['AE', 'D AH K T']","['A', 'DDUCT']",129232
ADDY,"['AE', 'D IY']","['A', 'DDY']",514407
ADEE,"['AH', 'D IY']","['A', 'DEE']",37285
ADEL,"['AH', 'D EH L']","['A', 'DEL']",516964
ADELA,"['AH', 'D EH', 'L AH']","['A', 'DEL', 'A']",167668
ADELAIDE,"['AE', 'D AH', 'L EY D']","['AD', 'E', 'LAIDE']",7187486
ADELBERT,"['AH', 'D EH L', 'B ER T']","['AD', 'EL', 'BERT']",51738
ADELE,"['AH', 'D EH L']","['A', 'DELE']",862242
ADELINE,"['AE', 'D AH', 'L AY N']","['AD', 'E', 'LINE']",348085
ADEN,"['EY', 'D AH N']","['A', 'DEN']",419251
ADENA,"['AE', 'D IH', 'N AH']","['A', 'DE', 'NA']",257864
ADENAUER,"['EY', 'D AH', 'N AW R']","['A', 'DE', 'NAU', 'ER']",112375
ADENINE,"['AE', 'D AH', 'N IY N']","['AD', 'E', 'NINE']",380426
ADENOID,"['AE', 'D AH', 'N OY D']","['AD', 'E', 'NOID']",50538
ADENOIDS,"['AE', 'D AH', 'N OY D Z']","['AD', 'E', 'NOIDS']",47623
ADENOSINE,"['AH', 'D EH', 'N AH', 'S IY N']","['A', 'DEN', 'O', 'SINE']",1020486
ADENOVIRUS,"['AH', 'D EH', 'N AH', 'V AY', 'R AH S']","['AD', 'E', 'NO', 'VI', 'RUS']",438790
ADEPT,"['AH', 'D EH P T']","['A', 'DEPT']",1595303
ADEQUACY,"['AE', 'D AH', 'K W AH', 'S IY']","['AD', 'E', 'QUA', 'CY']",1975306
ADEQUATE,"['AE', 'D AH', 'K W AH T']","['AD', 'E', 'QUATE']",15023940
ADEQUATELY,"['AE', 'D AH', 'K W IH', 'T L IY']","['AD', 'E', 'QUATE', 'LY']",4425890
ADES,['EY D Z'],"['A', 'DES']",139384
ADHERE,"['AH', 'D HH IH R']","['AD', 'HERE']",2655276
ADHERED,"['AE', 'D HH IH R D']","['AD', 'HERED']",872136
ADHERENCE,"['AH', 'D HH IH', 'R AH N S']","['AD', 'HER', 'ENCE']",1889709
ADHERENT,"['AH', 'D HH IH', 'R AH N T']","['AD', 'HER', 'ENT']",269908
ADHERING,"['AH', 'D HH IH', 'R IH NG']","['AD', 'HER', 'ING']",762600
ADHESION,"['AE', 'D HH IY', 'ZH AH N']","['AD', 'HE', 'SION']",1920249
ADHESIVE,"['AE', 'D HH IY', 'S IH V']","['AD', 'HE', 'SIVE']",4585279
ADIEU,"['AH', 'D UW']","['A', 'DIEU']",274747
ADIN,"['AH', 'D IH N']","['A', 'DIN']",113928
ADINA,"['AA', 'D IY', 'N AH']","['A', 'DI', 'NA']",192600
ADIOS,"['AA', 'D IY', 'OW S']","['A', 'DI', 'OS']",348221
ADIPOSE,"['AE', 'D AH', 'P OW S']","['AD', 'I', 'POSE']",421623
ADIRONDACK,"['AE', 'D ER', 'AA N', 'D AE K']","['AD', 'I', 'RON', 'DACK']",1370037
ADJACENT,"['AH', 'JH EY', 'S AH N T']","['AD', 'JA', 'CENT']",9869232
ADJECTIVE,"['AE', 'JH IH K', 'T IH V']","['AD', 'JEC', 'TIVE']",1177613
ADJOIN,"['AH', 'JH OY N']","['AD', 'JOIN']",71600
ADJOINING,"['AH', 'JH OY', 'N IH NG']","['AD', 'JOIN', 'ING']",1784248
ADJOURN,"['AH', 'JH ER N']","['AD', 'JOURN']",957864
ADJOURNMENT,"['AH', 'JH ER N', 'M AH N T']","['AD', 'JOURN', 'MENT']",1365842
ADJUDGE,"['AH', 'JH AH JH']","['AD', 'JUDGE']",30916
ADJUDGED,"['AH', 'JH AH JH D']","['AD', 'JUDGED']",242846
ADJUDICATE,"['AH', 'JH UW', 'D IH', 'K EY T']","['AD', 'JU', 'DI', 'CATE']",204822
ADJUDICATED,"['AH', 'JH UW', 'D AH', 'K EY', 'T IH D']","['AD', 'JU', 'DI', 'CAT', 'ED']",399249
ADJUDICATING,"['AH', 'JH UW', 'D IH', 'K EY', 'T IH NG']","['AD', 'JU', 'DI', 'CAT', 'ING']",154135
ADJUDICATION,"['AH', 'JH UW', 'D AH', 'K EY', 'SH AH N']","['AD', 'JU', 'DI', 'CA', 'TION']",1126202
ADJUNCT,"['AE', 'JH AH NG K T']","['AD', 'JUNCT']",2100139
ADJUST,"['AH', 'JH AH S T']","['AD', 'JUST']",9115016
ADJUSTABLE,"['AH', 'JH AH', 'S T AH', 'B AH L']","['AD', 'JUST', 'A', 'BLE']",11757528
ADJUSTER,"['AH', 'JH AH', 'S T ER']","['AD', 'JUS', 'TER']",709135
ADJUSTMENT,"['AH', 'JH AH S T', 'M AH N T']","['AD', 'JUST', 'MENT']",12343670
ADJUTANT,"['AE', 'JH AH', 'T AH N T']","['AD', 'JU', 'TANT']",351108
ADLAI,"['AA', 'D L AA', 'IY']","['AD', 'LAI']",82220
ADLER,"['AE', 'D L ER']","['AD', 'LER']",1926676
ADLEY,"['AE', 'D L IY']","['AD', 'LEY']",20483
ADMAN,"['AE D', 'M AH N']","['AD', 'MAN']",30780
ADMIN,"['AE D', 'M IH N']","['AD', 'MIN']",37835381
ADMINISTER,"['AH D', 'M IH', 'N IH', 'S T ER']","['AD', 'MIN', 'IS', 'TER']",3754648
ADMINISTRATE,"['AE D', 'M IH', 'N IH', 'S T R EY T']","['AD', 'MIN', 'IS', 'TRATE']",129643
ADMINISTRATING,"['AH D', 'M IH', 'N IH', 'S T R EY', 'T IH NG']","['AD', 'MIN', 'IS', 'TRAT', 'ING']",103564
ADMINISTRATION,"['AE D', 'M IH', 'N IH', 'S T R EY', 'SH AH N']","['AD', 'MIN', 'IS', 'TRA', 'TION']",77515175
ADMINISTRATIVE,"['AH D', 'M IH', 'N IH', 'S T R EY', 'T IH V']","['AD', 'MIN', 'IS', 'TRA', 'TIVE']",38339299
ADMINISTRATIVELY,"['AE D', 'M IH', 'N IH', 'S T R EY', 'T IH', 'V L IY']","['AD', 'MIN', 'IS', 'TRA', 'TIVE', 'LY']",480203
ADMINISTRATOR,"['AH D', 'M IH', 'N IH', 'S T R EY', 'T ER']","['AD', 'MIN', 'IS', 'TRA', 'TOR']",29589707
ADMIRABLE,"['AE D', 'M ER', 'AH', 'B AH L']","['AD', 'MI', 'RA', 'BLE']",881910
ADMIRABLY,"['AE D', 'M ER', 'AH', 'B L IY']","['AD', 'MI', 'RA', 'BLY']",334638
ADMIRAL,"['AE D', 'M ER', 'AH L']","['AD', 'MI', 'RAL']",2894800
ADMIRALTY,"['AE D', 'M ER', 'AH L', 'T IY']","['AD', 'MI', 'RAL', 'TY']",1086346
ADMIRATION,"['AE D', 'M ER', 'EY', 'SH AH N']","['AD', 'MI', 'RA', 'TION']",1255669
ADMIRE,"['AE D', 'M AY R']","['AD', 'MIRE']",2196307
ADMIRED,"['AH D', 'M AY', 'ER D']","['AD', 'MIRED']",1382872
ADMIRER,"['AE D', 'M AY', 'R ER']","['AD', 'MIR', 'ER']",372023
ADMIRING,"['AE D', 'M AY', 'R IH NG']","['AD', 'MIR', 'ING']",534106
ADMIRINGLY,"['AE D', 'M AY', 'R IH N G', 'L IY']","['AD', 'MIR', 'ING', 'LY']",45741
ADMISSIBILITY,"['AH D', 'M IH', 'S AH', 'B IH', 'L AH', 'T IY']","['AD', 'MI', 'SSI', 'BIL', 'I', 'TY']",455901
ADMISSIBLE,"['AH D', 'M IH', 'S AH', 'B AH L']","['AD', 'MI', 'SSI', 'BLE']",1064978
ADMISSION,"['AE D', 'M IH', 'SH AH N']","['AD', 'MI', 'SSION']",16356727
ADMIT,"['AH D', 'M IH T']","['AD', 'MIT']",8780656
ADMITTANCE,"['AH D', 'M IH', 'T AH N S']","['AD', 'MI', 'TTANCE']",398012
ADMITTED,"['AH D', 'M IH', 'T IH D']","['AD', 'MI', 'TTED']",8784950
ADMITTEDLY,"['AE D', 'M IH', 'T IH', 'D L IY']","['AD', 'MI', 'TTED', 'LY']",1233033
ADMITTING,"['AE D', 'M IH', 'T IH NG']","['AD', 'MI', 'TTING']",1294545
ADMONISH,"['AE D', 'M AA', 'N IH SH']","['AD', 'MO', 'NISH']",101473
ADMONISHMENT,"['AE D', 'M AA', 'N IH', 'SH M EH N T']","['AD', 'MON', 'ISH', 'MENT']",46741
ADMONITION,"['AE D', 'M AH', 'N IH', 'SH AH N']","['AD', 'MO', 'NI', 'TION']",274326
ADNAN,"['AE D', 'N AH N']","['AD', 'NAN']",312166
ADO,"['AH', 'D UW']","['A', 'DO']",1577461
ADOBE,"['AH', 'D OW', 'B IY']","['A', 'DO', 'BE']",27538755
ADOLESCENCE,"['AE', 'D AH', 'L EH', 'S AH N S']","['AD', 'O', 'LES', 'CENCE']",1550535
ADOLESCENT,"['AE', 'D AH', 'L EH', 'S AH N T']","['AD', 'O', 'LES', 'CENT']",5577666
ADOLF,"['EY', 'D AA L F']","['A', 'DOLF']",957923
ADOLPH,"['EY', 'D AO L F']","['AD', 'OLPH']",475399
ADOLPHUS,"['AH', 'D AO L', 'F AH S']","['A', 'DOL', 'PHUS']",303028
ADON,"['AA', 'D AO N']","['A', 'DON']",85035
ADONIS,"['AH', 'D AA', 'N AH S']","['A', 'DO', 'NIS']",441770
ADOPT,"['AH', 'D AA P T']","['A', 'DOPT']",11272339
ADOPTABLE,"['AH', 'D AA P', 'T AH', 'B AH L']","['A', 'DOPT', 'A', 'BLE']",178768
ADOPTED,"['AH', 'D AA P', 'T IH D']","['A', 'DOPT', 'ED']",22972983
ADOPTER,"['AH', 'D AA P', 'T ER']","['A', 'DOP', 'TER']",302441
ADOPTION,"['AH', 'D AA P', 'SH AH N']","['A', 'DOP', 'TION']",17860735
ADOPTIVE,"['AH', 'D AA P', 'T IH V']","['A', 'DOP', 'TIVE']",1222288
ADORA,"['AA', 'D AO', 'R AH']","['A', 'DO', 'RA']",187999
ADORABLE,"['AH', 'D AO', 'R AH', 'B AH L']","['A', 'DOR', 'A', 'BLE']",2592855
ADORATION,"['AE', 'D ER', 'EY', 'SH AH N']","['AD', 'O', 'RA', 'TION']",540601
ADORE,"['AH', 'D AO R']","['A', 'DORE']",1176240
ADORED,"['AH', 'D AO R D']","['A', 'DORED']",529243
ADORING,"['AH', 'D AO', 'R IH NG']","['A', 'DOR', 'ING']",215653
ADORN,"['AH', 'D AO R N']","['A', 'DORN']",464591
ADORNMENT,"['AH', 'D AO R N', 'M AH N T']","['A', 'DORN', 'MENT']",185836
ADORNO,"['AA', 'D AO R', 'N OW']","['A', 'DOR', 'NO']",180642
ADRENAL,"['AH', 'D R IY', 'N AH L']","['AD', 'RE', 'NAL']",1309847
ADRENALIN,"['AH', 'D R EH', 'N AH', 'L IH N']","['A', 'DREN', 'A', 'LIN']",460317
ADRENALINE,"['AH', 'D R EH', 'N AH', 'L AH N']","['A', 'DREN', 'A', 'LINE']",1708838
ADRENERGIC,"['AH', 'D R EH', 'N EH R', 'JH IH K']","['AD', 'REN', 'ER', 'GIC']",719163
ADRIAN,"['EY', 'D R IY', 'AH N']","['A', 'DRI', 'AN']",5683331
ADRIATIC,"['EY', 'D R IY', 'AE', 'T IH K']","['A', 'DRI', 'A', 'TIC']",516843
ADRIENNE,"['AA', 'D R IY', 'EH N']","['A', 'DRI', 'ENNE']",1306669
ADRIFT,"['AH', 'D R IH F T']","['A', 'DRIFT']",418628
ADROIT,"['AH', 'D R OY T']","['A', 'DROIT']",182395
ADROITLY,"['AH', 'D R OY', 'T L IY']","['A', 'DROIT', 'LY']",50863
ADSORPTION,"['AH D', 'S AO R P', 'SH AH N']","['AD', 'SORP', 'TION']",928955
ADULATION,"['AE', 'JH AH', 'L EY', 'SH AH N']","['AD', 'U', 'LA', 'TION']",176700
ADULT,"['AH', 'D AH L T']","['A', 'DULT']",97583096
ADULTERATE,"['AH', 'D AH L', 'T ER', 'EY T']","['A', 'DUL', 'TER', 'ATE']",21055
ADULTERATED,"['AH', 'D AH L', 'T ER', 'EY', 'T IH D']","['A', 'DUL', 'TER', 'AT', 'ED']",155265
ADULTERATION,"['AH', 'D AH L', 'T ER', 'EY', 'SH AH N']","['A', 'DUL', 'TER', 'A', 'TION']",110487
ADULTERER,"['AH', 'D AH L', 'T ER', 'ER']","['A', 'DUL', 'TER', 'ER']",51238
ADULTEROUS,"['AH', 'D AH L', 'T ER', 'AH S']","['A', 'DUL', 'TER', 'OUS']",103514
ADULTERY,"['AH', 'D AH L', 'T ER', 'IY']","['A', 'DUL', 'TER', 'Y']",976493
ADULTHOOD,"['AH', 'D AH L', 'T HH UH D']","['A', 'DULT', 'HOOD']",1187666
ADVANCE,"['AH D', 'V AE N S']","['AD', 'VANCE']",44738913
ADVANCED,"['AH D', 'V AE N S T']","['AD', 'VANCED']",173422161
ADVANCEMENT,"['AH D', 'V AE N', 'S M AH N T']","['AD', 'VANCE', 'MENT']",5205341
ADVANCER,"['AH D', 'V AE N', 'S ER']","['AD', 'VAN', 'CER']",18477
ADVANCES,"['AH D', 'V AE N', 'S IH Z']","['AD', 'VANC', 'ES']",9067771
ADVANCING,"['AH D', 'V AE N', 'S IH NG']","['AD', 'VANC', 'ING']",2978593
ADVANTAGE,"['AE D', 'V AE N', 'T IH JH']","['AD', 'VAN', 'TAGE']",32963469
ADVANTAGED,"['AE D', 'V AE N', 'T IH JH D']","['AD', 'VAN', 'TAGED']",195248
ADVANTAGEOUS,"['AE D', 'V AH N', 'T EY', 'JH AH S']","['AD', 'VAN', 'TA', 'GEOUS']",1238029
